protein	pval	beta	se	pval_fdr	dummy_ref	dummy_alt	sample_size
O00425	0.0001061243012038	25.3151031911875	6.5309994494441375	0.0014285211235774	A	G	300
O00451	0.5341268694403651	-10.856770247617463	17.46251267411444	0.7508106764366249	A	G	300
O00468	0.0001549130602903	42.76800662821197	11.305140527753046	0.0019420645884462	A	G	300
O00533	0.8896015547415677	1.9980743504487264	14.394477044234913	0.9487134506754724	A	G	300
O00534	0.0808282671195964	9.306281738211323	5.33036245656824	0.2685999638866224	A	G	300
O00548	0.91179324733473	1.3424744474245995	12.118719670140868	0.9563188780842896	A	G	300
O00559	0.141704858593449	4.634285228140159	3.153708122624028	0.3709838718566182	A	G	300
O00567	0.929368198790125	-0.3357495168819181	3.787797603377883	0.9646586582072236	A	G	300
O00584	0.1412672363360649	19.049352076098742	12.949156050826817	0.3709838718566182	A	G	300
O00585	0.9428508075351764	0.5421122880016316	7.562186167308583	0.9708700436914764	A	G	300
O00592	0.7337936463329565	6.500058291266857	19.113124486863907	0.8682625247565535	A	G	300
O00602	0.0011753385436975	27.49591486432252	8.473844154169837	0.0106619996463987	A	G	300
O00622	5.203820732321403e-25	42.17843270692272	4.083450586295052	5.066786786370273e-22	A	G	300
O00626	0.0003303302938962	26.635909121120783	7.418906663998791	0.0038442023445051	A	G	300
O00748	3.4678540108762215e-05	25.52425937496616	6.164767822083118	0.0005565715146027	A	G	300
O14503	0.7766456943517336	-1.033403344711565	3.642682441084812	0.892550171776019	A	G	300
O14523	0.0385726270077833	12.425618199280134	6.006436194602099	0.1654488156971145	A	G	300
O14530	0.0435539011012294	7.83992501446	3.8843067920946224	0.1787345374885345	A	G	300
O14558	0.7619904240049824	2.464425481283848	8.136961012871271	0.8827606517348161	A	G	300
O14578	0.0176076064361679	14.646219854278808	6.170029844445809	0.0950680561923224	A	G	300
O14579	0.3630636184980885	-3.974987895593911	4.370313763033022	0.6177118830682952	A	G	300
O14594	0.1213979763953426	-12.975585469145951	8.377115519411642	0.3433629384071293	A	G	300
O14618	0.4187707059629095	4.186047487549617	5.17719069493939	0.6621633431954562	A	G	300
O14625	0.9875642395180828	-0.078577004655171	5.041335468955646	0.994030028818856	A	G	300
O14662	0.2147243316801907	3.685664099088711	2.9706829174416574	0.4788571900911305	A	G	300
O14713	0.1410605210399742	6.685671786464284	4.542349563112947	0.3709838718566182	A	G	300
O14717	0.9880554159229136	0.0607044726466967	4.054837905834523	0.994181836000975	A	G	300
O14737	0.0212143478688714	9.926913808315682	4.308279953671132	0.1100659149644287	A	G	300
O14745	0.135560502878626	5.201392256802364	3.484952065116806	0.3644949023693142	A	G	300
O14763	0.0166567532647263	20.26666699224632	8.464908421659548	0.0918007099740858	A	G	300
O14773	0.0014448332581321	29.90184041634943	9.386736730051457	0.0126737475886001	A	G	300
O14786	2.490140434712619e-07	-60.89272923561533	11.80448215730193	8.360574953788e-06	A	G	300
O14788	0.7596120951456293	-2.0481005757844875	6.693353146439369	0.881186231104203	A	G	300
O14791	0.045299066424628	9.557214647697748	4.774151291707638	0.1830132407003297	A	G	300
O14793	0.3640174865434497	-6.202332145719828	6.832745578147548	0.6181948129031491	A	G	300
O14798	0.8268477116063243	2.17208489013142	9.92970071617902	0.9187821504665454	A	G	300
O14828	0.2132321539938672	3.849941137065948	3.093000668050424	0.4773922184512403	A	G	300
O14836	0.1707639154729345	16.11290096471601	11.763359598526234	0.4176858470249721	A	G	300
O14841	0.5001971503643472	3.127594262154833	4.639111530044795	0.7250996904289122	A	G	300
O14867	0.651109305943905	1.2946034736392689	2.8627630850201333	0.8190741958062646	A	G	300
O14879	0.5715803234654236	-3.0284858747316625	5.353276968996806	0.7746891847850844	A	G	300
O14904	0.6477238545638677	-4.109654084159825	8.994124476111676	0.8155178358539041	A	G	300
O14917	0.2834513917144113	7.399915718601219	6.899056038242769	0.5499415670085069	A	G	300
O14933	0.5754451486026806	2.4403307615688283	4.357342343997392	0.775744241627819	A	G	300
O14944	0.0004044604866102	14.472450889575288	4.091549918584818	0.0044921257847467	A	G	300
O14958	0.4540838022259357	5.544879709829927	7.406760896824708	0.6926259980689077	A	G	300
O14960	0.0012567030950835	15.392515531694116	4.771855169670819	0.011294860740735	A	G	300
O14964	0.1932431923046895	3.759412848076546	2.889534206844452	0.4486990180620016	A	G	300
O14967	0.3677734373230799	7.340282364101821	8.149966117141723	0.6219214810221871	A	G	300
O14974	0.0315387950714006	6.044000502613271	2.8108915736683526	0.1464623535827681	A	G	300
O15013	0.8299471228260529	0.608056311667393	2.8312057164768456	0.9202732807501992	A	G	300
O15018	0.0979455748818826	5.326421183418579	3.2185834345957764	0.3002088396956758	A	G	300
O15020	0.4781751648700053	5.838703987237636	8.232331526195832	0.7100913353255137	A	G	300
O15031	7.558231253257698e-06	55.76493243306145	12.454952033771852	0.0001555564719108	A	G	300
O15078	0.3932635808600838	3.4609423894236824	4.053984311981692	0.6406708977648102	A	G	300
O15083	0.349211741430625	5.35122870971714	5.716395789648005	0.6071711289993189	A	G	300
O15116	0.3597713646957875	3.721971547478381	4.064171377796147	0.615276438100934	A	G	300
O15117	0.0653886679608134	5.306120190746858	2.87970504279217	0.2337824958550011	A	G	300
O15123	0.0100315701743956	25.222465135731262	9.796124342800496	0.0615592783180872	A	G	300
O15164	0.8299683307503033	0.758559549316987	3.532419812153996	0.9202732807501992	A	G	300
O15169	0.1310319478191147	4.629415906939491	3.065747031134151	0.3560412275159386	A	G	300
O15182	0.2245941287122106	4.822217073400624	3.9708562650890302	0.4884880491201542	A	G	300
O15197	0.4498164413423835	-9.984655185106616	13.21209030934371	0.6904434183715723	A	G	300
O15211	2.886512588828537e-05	21.515177879648064	5.144415150336535	0.0004790626859072	A	G	300
O15212	0.8352644256370402	-1.159203472297206	5.574310637852857	0.9231641229888948	A	G	300
O15213	0.3456297125840216	-2.474006161980686	2.6232700037819794	0.6035189681479163	A	G	300
O15232	0.0004930762983503	-34.6923431636178	9.95621895497123	0.0052238612621417	A	G	300
O15234	0.018334763938093	8.253311215636634	3.4989638119163247	0.0982676063544397	A	G	300
O15240	0.2529884104683773	-11.306875840133438	9.891233849086866	0.5171989579199036	A	G	300
O15263	5.5347687596088695e-09	13.414507775949922	2.30084998116226	3.5173053381824305e-07	A	G	300
O15264	0.3354737118987371	7.011299131089822	7.279572547144096	0.5949994490750854	A	G	300
O15269	0.1453327092631703	8.440646488531211	5.796284420700579	0.3766786546208699	A	G	300
O15294	0.784151655640077	-1.714417117802833	6.25898931532672	0.8964802294030001	A	G	300
O15305	0.8771530093965806	-0.4850475368258462	3.1378561935842217	0.9441919564793436	A	G	300
O15335	0.5523169070968783	-4.161651699283919	7.002706620811551	0.7635199648035881	A	G	300
O15350	0.5364749266244236	4.563534564622132	7.382540364576421	0.7518368141719244	A	G	300
O15354	5.832579624050595e-12	32.32733066910055	4.696227953531045	8.518482540925894e-10	A	G	300
O15357	0.357132598348841	2.7281559548827667	2.9626734118108606	0.6118383107196272	A	G	300
O15382	0.4522677290377536	-4.143637363747271	5.512796970264903	0.6915266794114431	A	G	300
O15389	0.4828545538649541	2.4007862917244784	3.421294018402285	0.7143884822336629	A	G	300
O15394	0.855923001688708	-2.72614622117565	15.01459456179261	0.9353352367873984	A	G	300
O15400	0.4719526474933734	2.9348245599868497	4.0800802443517705	0.7059082055564159	A	G	300
O15444	0.0017286060848971	27.63358327276232	8.819360452746311	0.0147639133742234	A	G	300
O15455	4.4616968795631255e-06	34.16932109060727	7.446523131048456	9.87319438273022e-05	A	G	300
O15467	0.0005350919403221	19.842204959546027	5.730525828816523	0.0055229807691902	A	G	300
O15496	1.8981370388833683e-06	-36.439585249440654	7.64898353280854	4.582196934362248e-05	A	G	300
O43155	0.5694936707132383	-7.29975310644539	12.833662214488175	0.7722799499319262	A	G	300
O43184	0.4724582478133492	5.810145428687989	8.086661280278907	0.7059082055564159	A	G	300
O43186	0.3018701640877936	-3.2212294963083785	3.1200427772258865	0.563113184315062	A	G	300
O43240	0.8235978413654133	-2.4874256798961967	11.158382824071396	0.9187577257846292	A	G	300
O43247	0.0632927490909821	13.633307988069712	7.341065265028512	0.2282445927095787	A	G	300
O43278	0.7131604181588036	4.653693332777583	12.65915388271645	0.8540965893570585	A	G	300
O43280	0.0234547110736642	11.305485596874034	4.989301306571545	0.1193575105334026	A	G	300
O43290	0.6909450222430003	-0.9937483570877644	2.499537309867259	0.8430076248501445	A	G	300
O43291	0.3177073591708822	5.314474076636775	5.318833945908355	0.5802647940121508	A	G	300
O43312	0.1092877809725431	4.41832908622629	2.75903706698098	0.3211565475058334	A	G	300
O43320	0.1684127827398346	9.259320002986858	6.722699156063849	0.4147839278103346	A	G	300
O43396	0.7669882048867557	-1.8912755764939688	6.382614738726921	0.8855227456419815	A	G	300
O43399	0.2923843502664442	3.149192497018091	2.9909548308214986	0.5576186604422274	A	G	300
O43405	0.001538548921098	25.792386268408524	8.143303294123081	0.0134152280553052	A	G	300
O43422	0.8301677832169718	-0.7745027691929404	3.610964722261409	0.9202732807501992	A	G	300
O43423	0.7875758128186219	-1.8411212287494585	6.83263585328455	0.8993389168268938	A	G	300
O43432	0.0913837568188862	4.22591404416433	2.5032913193991457	0.2879195870980326	A	G	300
O43464	0.0390886055631928	9.78264882861778	4.7413716383031	0.1674161537391293	A	G	300
O43474	0.952051618428705	0.1944949887297579	3.234542601064301	0.974060517488703	A	G	300
O43493	0.9425838032922984	-0.961063684777684	13.343890506423955	0.9708700436914764	A	G	300
O43504	0.4795107275653602	-4.303325708904015	6.085968474078687	0.7109902716844756	A	G	300
O43505	0.394139905972094	12.847275463955665	15.076596443303067	0.6410259829312286	A	G	300
O43508	0.0956329337746596	-18.32114557626884	10.99441871170532	0.295945551680404	A	G	300
O43521-2	0.7411924634658653	-1.854037896185082	5.61362499006672	0.8698365551562044	A	G	300
O43524	0.3182088167753368	2.620391799447689	2.6252603844508244	0.5802647940121508	A	G	300
O43557	0.1356405199847465	8.324516037708044	5.578598049941139	0.3644949023693142	A	G	300
O43561	0.5270119375945825	2.4233660817265363	3.830961241953213	0.7469198785607839	A	G	300
O43570	0.5581591995983954	-6.393604468865735	10.918452368564775	0.7666402321757037	A	G	300
O43583	0.7541693556612951	1.1812307358799696	3.772134455338217	0.878231340401284	A	G	300
O43597	0.2035326864896985	3.506384142387864	2.757564634346824	0.4644679509659448	A	G	300
O43598	0.0567901296919076	10.446114261766931	5.483747277608146	0.2145976310867556	A	G	300
O43639	0.2296658139977864	3.363121799513556	2.79975472581729	0.4947729643533836	A	G	300
O43653	0.4560806479273528	1.8156312193067887	2.4360552646414035	0.6941903294553455	A	G	300
O43663	0.7139079992254075	2.721192315302062	7.42252782756657	0.8542913829321652	A	G	300
O43665	0.6568864065631246	1.870442126853041	4.210658816174065	0.8223083670548189	A	G	300
O43681	2.7569303250391455e-07	31.401647366778604	6.110044666087283	8.947770532710383e-06	A	G	300
O43699	0.0270010569737922	27.888428440267766	12.610624713693497	0.1318897782950619	A	G	300
O43707	0.2249262224151889	11.41145763919093	9.403502432897918	0.4888463509484871	A	G	300
O43715	0.1232902206135997	6.721849287519025	4.361695756091383	0.3449528107397746	A	G	300
O43734	0.1577357146250847	9.47340998732689	6.70575650000528	0.3987324141081064	A	G	300
O43736	0.049572703965907	-11.652707744946188	5.934260427346621	0.1954141272394256	A	G	300
O43739	0.5139571627988737	3.474829778537352	5.323872183710732	0.736302652143176	A	G	300
O43752	0.1541275047809181	4.18214461578597	2.9346267456873454	0.3938814011067907	A	G	300
O43768	0.6758966430349633	-1.96999245399803	4.7121223620399855	0.8326841393104715	A	G	300
O43776	0.4800422172582634	4.3011648821760335	6.090277219770895	0.7114172078190703	A	G	300
O43805	0.0292696310919977	9.477619563448568	4.347859285156358	0.1401583482290578	A	G	300
O43827	1.8964761953145213e-08	53.1908576442534	9.462563407550102	9.71860871318196e-07	A	G	300
O43854	0.9541513796711132	-0.4206644238458987	7.316617640959968	0.9747374186389162	A	G	300
O43866	0.0886804387434065	16.392984987993195	9.629338852588168	0.2846544632631763	A	G	300
O43889	0.6334622818335921	2.818885856013254	5.911357031177596	0.8076574968292984	A	G	300
O43895	0.0558277169986616	9.719933461008749	5.082642153385182	0.2118630584430149	A	G	300
O43896	0.029695208356397	17.324827803924737	7.968617457653188	0.1417304130737353	A	G	300
O43903	0.0009399020858853	18.38885270064968	5.559030671080327	0.0089428468823158	A	G	300
O43915	0.2773037848257574	-11.173958014046423	10.285344342014705	0.5425347324019004	A	G	300
O43927	1.810549414459659e-05	28.537235802265123	6.65660111415449	0.0003244548981372	A	G	300
O60218	0.4580838278240556	2.8644592472542127	3.860427085038797	0.6957775691519723	A	G	300
O60220	0.1791114388045608	6.1688129154251765	4.591612611290593	0.4276931909127393	A	G	300
O60232	0.1365056720731128	4.347027462203957	2.919563722910899	0.365421590654529	A	G	300
O60234	0.9824797234928648	0.0820822134853718	3.7377759014414624	0.9911265551860396	A	G	300
O60235	0.4434113631911703	5.932489930171346	7.74026485046615	0.6838461414368577	A	G	300
O60237	0.0252100516801902	12.244962872502295	5.470973887560695	0.1254095901404364	A	G	300
O60238	0.1261312855080001	6.172550646963112	4.035567107810967	0.3494598975254474	A	G	300
O60240	3.405906059532172e-06	49.36210011676437	10.627645821490416	7.772384062416777e-05	A	G	300
O60242	0.4228397058436898	-10.251763390380496	12.790651638441256	0.6665487214082125	A	G	300
O60243	0.0001371473877925	36.52112732315119	9.57741051445819	0.0017647908358673	A	G	300
O60245	0.0852610763640901	18.601813873270324	10.809078762657224	0.2773358619816338	A	G	300
O60259	0.7751996951310564	-2.7454399012471526	9.613552386564717	0.8920706347907357	A	G	300
O60279	0.4696423770500103	-8.795034638026534	12.163612776362635	0.7053086803923291	A	G	300
O60437	0.0589125515181654	18.34973278995433	9.7147882458128	0.2183801560717781	A	G	300
O60447	0.2309625795479549	4.005254887198066	3.343611170231413	0.4953264716451779	A	G	300
O60449	0.920342036791946	-1.0676510076828805	10.676202305323809	0.9594286543430672	A	G	300
O60462	0.7329863491122007	-3.970654531390098	11.638832918509411	0.8682291669735355	A	G	300
O60469	0.0240600244170769	20.84341308907144	9.238407864371274	0.1214919281090884	A	G	300
O60476	0.015792832826994	35.999247787815015	14.914745307731115	0.0881007478066734	A	G	300
O60496	0.1261922605316025	4.121118327543542	2.694789731532801	0.3494598975254474	A	G	300
O60500	0.2198023263174066	13.61794356652087	11.098080831393515	0.484195018984272	A	G	300
O60502	0.8049602046922797	0.9644124025410384	3.905565674039825	0.9084265022337276	A	G	300
O60542	0.2979310755160104	4.505547309882012	4.328592853371316	0.5610931038872883	A	G	300
O60575	0.6464805126858226	-2.694336493187381	5.874404224855897	0.8146546926468023	A	G	300
O60603	0.681275533084717	-4.750865763668395	11.56707504398689	0.8355853832389831	A	G	300
O60609	0.5330594168178497	-8.129958076857983	13.042519841440004	0.7502081639069722	A	G	300
O60635	0.711864070157654	2.68476041549253	7.2688051760357	0.8540965893570585	A	G	300
O60662	0.0019538194437217	-20.908812901852617	6.750955035971251	0.0163997315951467	A	G	300
O60664	0.8641084660493001	1.08110161667046	6.316814853724119	0.94076065200522	A	G	300
O60701	0.2625674056936481	-5.752221871736353	5.134337637411773	0.5271376060232293	A	G	300
O60749	0.6444842309860274	1.6266126730148065	3.525093021082123	0.8142467295459282	A	G	300
O60760	0.3618633720649227	6.7430417708806605	7.395144054302995	0.617545228843842	A	G	300
O60763	0.3488121216021322	3.2001407912678967	3.41568458020365	0.6068375266228876	A	G	300
O60825	0.7277809167109304	1.0692266378080104	3.071793732120354	0.8642413370626606	A	G	300
O60828	0.8461687582863365	0.561325066405153	2.8932924947836782	0.9302442389741772	A	G	300
O60869	0.5618321779074021	2.288280871923257	3.944480423520435	0.7687942558304411	A	G	300
O60880	0.8399685069301992	0.6276341033016485	3.1081186964811787	0.9265664685585768	A	G	300
O60884	0.185897825341339	5.133315133415498	3.880607521937757	0.43591105063536	A	G	300
O60890	0.9836379096393806	-0.052900439482551	2.5794678089306293	0.9917867911828204	A	G	300
O60907	0.6795245835837407	1.5308182428571415	3.705577114036304	0.8350405168902425	A	G	300
O60911	0.407319455725626	7.077676182193633	8.541522059786738	0.6524994197593147	A	G	300
O60934	0.8397265859705066	0.5573885235646537	2.7560306926721663	0.9265664685585768	A	G	300
O60939	0.1301234813876761	-10.36275262725065	6.846359037668104	0.3555558468462073	A	G	300
O60941	0.0198448566395537	12.349728356390472	5.301977603239735	0.1048224706042248	A	G	300
O75015	0.4652640830297798	6.283093998502091	8.604546234395894	0.7023443858036107	A	G	300
O75023	0.8859097391805083	-1.195778292625722	8.334010827552246	0.9475697201268404	A	G	300
O75054	9.129780631107944e-07	34.104277087031264	6.946554956860998	2.469267520691324e-05	A	G	300
O75061	0.0379847572322487	6.420188654601477	3.0940382225546474	0.1636481945064873	A	G	300
O75071	2.156445363155412e-05	53.09300712591477	12.498222824342198	0.0003817561761076	A	G	300
O75077	0.751029478226658	-4.180732820523501	13.17670120248697	0.8768014012390359	A	G	300
O75121	0.2027480353018504	8.64639669802647	6.7880825935558935	0.4634014171492214	A	G	300
O75144	0.2160519258227748	-17.163777831139154	13.874263449998168	0.4799873729660311	A	G	300
O75146	0.3657763679129957	4.281845901613051	4.734391468837348	0.6197405862377382	A	G	300
O75154	0.0429981946539889	5.26272372531149	2.6005100266560395	0.1773979189043807	A	G	300
O75167	0.0122548366109206	7.088081063124863	2.8298895962885653	0.0720249049104609	A	G	300
O75173	0.0029716711977147	25.41555028333505	8.555542614886566	0.0236519116308573	A	G	300
O75190	0.0418489827330561	6.846168785830702	3.3641796487302225	0.1742506475222146	A	G	300
O75223	0.3730650389837994	3.9979725857566257	4.488338023808521	0.6269936123926233	A	G	300
O75293	0.4297447209605429	5.044931684661894	6.388993392407119	0.6734357993163873	A	G	300
O75312	0.097195759681367	6.603642325828669	3.9814477584679286	0.2988513831887084	A	G	300
O75326	0.0005897626303494	40.0019278409404	11.641058336869657	0.0059403332525882	A	G	300
O75330	0.9063459472318808	0.9715766736830465	8.258280445117919	0.9535927076531314	A	G	300
O75339	0.0011390554274038	17.501684349835752	5.378981130990928	0.0104289136908921	A	G	300
O75340	0.0167277175394124	17.776225392261352	7.429549458820046	0.0920181976132271	A	G	300
O75347	0.2910246504569463	3.2151237722120776	3.0449809516265605	0.5576186604422274	A	G	300
O75348	0.0850987159195341	7.164621263546926	4.161028943007807	0.2771163313277135	A	G	300
O75351	0.8703829153721261	0.5046095390423518	3.0924984772923136	0.9437683961920688	A	G	300
O75354	0.7019030905640182	-6.3543552025775245	16.6017227227172	0.8482660022910621	A	G	300
O75356	0.0337383884639315	-41.55225357331921	19.57072134275232	0.1533354253643391	A	G	300
O75365	9.679530209183468e-06	32.23047012503217	7.285020723595764	0.0001936569023357	A	G	300
O75380	0.138671316798182	4.304425923306053	2.906908887683045	0.3676140605671307	A	G	300
O75409	0.6041247308352945	-2.796381917785993	5.393442611339318	0.790967431093633	A	G	300
O75427	0.1350297581363549	5.255353245272877	3.5163253749533685	0.3644098458260963	A	G	300
O75460	0.0009308407967046	27.924157183705603	8.434679609147349	0.0088855750561246	A	G	300
O75462	0.1297575430808497	19.396790081719622	12.80266584297872	0.3555558468462073	A	G	300
O75475	0.7196329636595442	-0.961003953008374	2.67726879338971	0.8595997558816829	A	G	300
O75493	0.0728425082256784	-18.659506189271944	10.402128183720142	0.2506159794195602	A	G	300
O75506	0.7180977524017534	-1.4577141951094912	4.037964103083527	0.8582502188074966	A	G	300
O75509	0.4773807714614562	9.268566696683354	13.044736899863636	0.7092722448824585	A	G	300
O75521	0.0463586445913612	9.12398481432062	4.580053507359475	0.186520111365518	A	G	300
O75528	0.056031651205085	7.523034735009812	3.937134441851375	0.2122807434112234	A	G	300
O75534	0.2807608122085108	2.982133948861369	2.7647888777834297	0.5470996213882988	A	G	300
O75563	0.2837851371420631	3.0034856875623643	2.8021378957342966	0.5500573228878343	A	G	300
O75569	0.1423845378749885	5.258801307577626	3.584807830176073	0.371343959940037	A	G	300
O75592	0.4201016044319793	2.8055664974896466	3.479794039846424	0.6629480208243174	A	G	300
O75594	0.6701202907655845	3.547470749901949	8.327729989917438	0.8301193254140257	A	G	300
O75629	7.896378683528735e-05	34.26283761899312	8.679577988992005	0.0011418476304251	A	G	300
O75631	0.5836754366517127	-2.8476885740328584	5.196284602785014	0.7777996431169021	A	G	300
O75665	0.5744743027309227	-3.0592691275551327	5.448636893026017	0.7754341212001041	A	G	300
O75688	0.8256134276299217	1.666886867248958	7.565378188112372	0.9187577257846292	A	G	300
O75695	0.0796523737848526	10.300093564168902	5.876678546681924	0.2656805496806591	A	G	300
O75711	0.5290640455660012	-6.538195013581536	10.387396335548004	0.7476848535684387	A	G	300
O75718	0.0738273890360263	17.575377429967705	9.831380068378254	0.252634647715071	A	G	300
O75781	0.3005864657942937	11.30382515035794	10.91970746202545	0.5624852757430936	A	G	300
O75787	0.2789010856012685	5.6690079195528895	5.235550125550144	0.5449298134055554	A	G	300
O75791	0.4735460365321878	1.6895952348935177	2.3573948022743947	0.7068104101740013	A	G	300
O75792	0.0017408485635561	18.063624784053253	5.768887370925161	0.0148251272715666	A	G	300
O75794	0.9013025278757356	0.7212933537035413	5.816126747641443	0.9514984059617012	A	G	300
O75830	0.0275471926473102	19.476981406487845	8.838408299330101	0.1341368754157884	A	G	300
O75843	0.0098776806332705	9.333422092300534	3.617490238008038	0.0608706859278125	A	G	300
O75882-2	1.875150428169528e-08	121.25106698460858	21.5628673632057	9.71860871318196e-07	A	G	300
O75888	0.167200200034816	16.728024001261737	12.11073223797608	0.4128417449718491	A	G	300
O75940	0.8257715684247048	-0.4957865230340038	2.2522660057309487	0.9187577257846292	A	G	300
O76036	0.6817766523704323	4.39023024476346	10.706835753817051	0.8356985319236394	A	G	300
O76038	0.9778383942751696	-0.1734448436086275	6.243733784915526	0.987302436805313	A	G	300
O76039	0.4881957892284528	-3.667750441268837	5.291185007647586	0.71722186465549	A	G	300
O76061	0.8772888550020754	1.4689845383117897	9.513718833409534	0.9441919564793436	A	G	300
O76070	0.0027986398829601	16.30815970000162	5.456002700003209	0.022458316203644	A	G	300
O76074	0.6462215855183426	1.4262836061432491	3.107253093757591	0.8146546926468023	A	G	300
O76076	0.1366108788068284	12.132628672773905	8.150738958761794	0.365421590654529	A	G	300
